	sequence_id	assignment	confidence_score
727	KY586434	2	0.8912647110909437
728	LC011949	2	0.8912647110909437
729	KY586403	2	0.8912647110909437
730	KC762623	2	0.8912647110909437
731	FJ024456	2	0.8912647110909437
732	GU131832	2	0.5050611494445711
733	HM181964	2	0.8912647110909437
734	KX459387	2	0.5050611494445711
735	KJ806943	2	0.8912647110909437
736	FJ432733	2	0.8912647110909437
737	MN018334	2	0.8912647110909437
738	KY586374	2	0.8912647110909437
739	JQ915074	2	0.6779813430897812
740	KY474307	2	0.5050611494445711
741	FJ898371	2	0.8912647110909437
742	GU131791	2	0.8912647110909437
743	KY586525	2	0.8912647110909437
744	GU131690	2	0.8912647110909437
745	LC428071	2	0.8912647110909437
746	KP188539	2	0.6779813430897812
747	EU482528	2	0.8912647110909437
748	GQ199777	2	0.8912647110909437
749	KJ189325	2	0.5050611494445711
750	GQ868636	2	0.8912647110909437
751	HM181951	2	0.8912647110909437
752	FJ024437	2	0.8912647110909437
753	KJ189346	2	0.5050611494445711
754	EU081280	2	0.8912647110909437
755	GU131840	2	0.5050611494445711
756	MN923103	2	0.8912647110909437
757	MN912192	2	0.8912647110909437
758	EU482509	2	0.8912647110909437
759	KY586360	2	0.8912647110909437
760	KY496854	2	0.6779813430897812
761	KY586515	2	0.8912647110909437
762	KU666939	2	0.8912647110909437
